Skill_Operating Systems,Skill_Algorithms,Skill_Programming Concepts,Skill_Software Engineering,Skill_Computer Networks,Skill_Computer Architecture,Skill_Mathematics,Skill_Communication skills,Working_Hours,Skill_Logical Thinking,No of Hackathons,Skill_Coding,Skill_public speaking,Skill_self-learning,Skill_memory capability,Skill_reading and writing,Gentle or Stubborn?,Management or Technical?,Salary or Work?,Hard or Smart Worker?,Skill_teamwork,Introvert or Extrovert?,Other_Certifications,Workshops,Interested subjects,Interested career area,Type_of_company,Interested Type of Books,Suggested Job Role
70,91,71,66,70,62,89,87,8,6,3,4,4,yes,excellent,medium,gentle,Technical,work,smart worker,yes,no,r programming,testing,Management,testing,Product based,Religion-Spirituality,Portal Administrator
76,66,67,81,82,87,62,86,9,1,1,9,4,no,poor,medium,stubborn,Technical,work,smart worker,no,no,shell programming,system designing,hacking,Business process analyst,Product based,Horror,Information Technology Auditor
63,79,77,68,62,80,76,79,10,4,3,9,9,no,medium,medium,gentle,Management,salary,hard worker,yes,yes,app development,hacking,cloud computing,Business process analyst,Finance,Guide,Information Security Analyst
77,89,62,93,84,62,84,71,12,3,2,7,6,no,poor,excellent,stubborn,Technical,salary,smart worker,no,no,hadoop,testing,data engineering,developer,Cloud Services,Action and Adventure,Business Systems Analyst
60,83,67,92,65,82,94,77,9,1,1,5,7,yes,medium,poor,stubborn,Management,work,hard worker,no,yes,hadoop,game development,parallel computing,security,Finance,Self help,Database Administrator
70,77,84,74,83,67,92,78,7,3,5,1,3,yes,medium,poor,gentle,Technical,work,smart worker,no,no,machine learning,data science,parallel computing,system developer,Finance,Action and Adventure,Business Systems Analyst
69,91,90,88,87,85,65,91,8,9,5,4,3,no,medium,poor,stubborn,Technical,work,smart worker,yes,no,r programming,system designing,data engineering,cloud computing,Product based,History,Technical Support
79,74,74,78,80,64,75,82,9,9,1,3,3,yes,medium,poor,stubborn,Technical,work,smart worker,yes,no,r programming,database security,Computer Architecture,Business process analyst,SAaS services,Science fiction,Database Administrator
61,94,73,60,66,79,79,81,10,1,6,6,8,yes,medium,excellent,stubborn,Technical,work,smart worker,yes,no,hadoop,testing,Computer Architecture,system developer,Cloud Services,Romance,Solutions Architect
86,93,78,66,80,83,60,74,7,2,4,8,2,yes,poor,poor,gentle,Management,work,hard worker,yes,yes,python,data science,data engineering,system developer,Web Services,Drama,Technical Engineer
70,76,60,68,66,68,76,76,4,3,1,5,5,no,poor,medium,gentle,Technical,salary,hard worker,no,no,shell programming,hacking,Computer Architecture,system developer,Sales and Marketing,Science,Data Architect
77,65,65,71,75,69,65,92,10,4,1,1,5,yes,poor,excellent,stubborn,Technical,salary,smart worker,yes,yes,machine learning,hacking,Management,cloud computing,Web Services,Trilogy,Portal Administrator
92,90,60,90,77,83,84,64,5,8,3,6,6,no,excellent,excellent,gentle,Technical,salary,smart worker,yes,no,shell programming,web technologies,networks,Business process analyst,Product based,Poetry,Technical Engineer
85,72,90,79,81,89,90,61,12,1,0,7,2,no,poor,medium,stubborn,Management,salary,smart worker,yes,yes,information security,testing,cloud computing,cloud computing,Web Services,Drama,Software Quality Assurance (QA) / Testing
72,83,74,85,68,63,74,84,9,6,3,2,7,yes,excellent,medium,stubborn,Technical,work,hard worker,yes,no,hadoop,hacking,parallel computing,developer,SAaS services,Encyclopedias,Applications Developer
81,70,75,70,67,87,94,71,11,2,2,2,3,no,poor,poor,gentle,Management,salary,smart worker,no,yes,distro making,data science,data engineering,Business process analyst,Testing and Maintainance Services,Drama,Network Security Administrator
78,67,76,84,93,83,93,92,12,7,4,7,8,no,excellent,excellent,stubborn,Management,work,hard worker,no,yes,hadoop,cloud computing,networks,developer,Service Based,Drama,Software Quality Assurance (QA) / Testing
60,77,60,89,81,69,65,71,5,7,4,7,6,no,poor,medium,gentle,Management,work,smart worker,no,no,shell programming,web technologies,Management,system developer,Business Process Analysis,Drama,Programmer Analyst
81,87,87,73,82,70,65,73,12,7,5,7,6,yes,medium,excellent,gentle,Technical,salary,hard worker,yes,yes,r programming,database security,parallel computing,system developer,Sales and Marketing,Satire,Information Technology Manager
65,92,73,81,90,71,94,61,6,9,5,1,4,no,medium,medium,gentle,Management,salary,smart worker,no,no,distro making,data science,IOT,cloud computing,Business Process Analysis,History,Network Engineer
91,86,88,85,71,70,84,72,12,3,1,1,2,no,poor,poor,gentle,Technical,salary,hard worker,no,no,information security,web technologies,IOT,security,Product based,Trilogy,Software Developer
72,80,91,91,74,78,77,65,4,7,3,2,5,yes,medium,excellent,stubborn,Management,work,hard worker,no,yes,app development,data science,parallel computing,system developer,Product based,Series,Technical Services/Help Desk/Tech Support
85,79,82,70,84,72,67,65,6,2,3,5,8,no,medium,medium,stubborn,Management,salary,hard worker,yes,no,information security,data science,Computer Architecture,developer,Sales and Marketing,Science fiction,Web Developer
92,88,63,77,72,74,66,68,12,7,0,9,9,yes,medium,poor,gentle,Technical,work,smart worker,no,no,machine learning,system designing,Software Engineering,cloud computing,Cloud Services,Self help,Software Developer
93,85,92,75,68,81,82,71,10,1,6,9,4,no,medium,poor,gentle,Management,work,smart worker,no,no,machine learning,hacking,cloud computing,Business process analyst,Testing and Maintainance Services,Diaries,Project Manager
90,64,74,76,86,81,61,92,8,5,0,3,8,yes,medium,poor,stubborn,Technical,work,smart worker,yes,yes,shell programming,database security,networks,testing,Service Based,Self help,UX Designer
86,92,88,64,81,90,66,81,9,4,4,3,6,yes,excellent,medium,gentle,Management,salary,smart worker,no,yes,shell programming,hacking,Software Engineering,system developer,product development,Travel,Solutions Architect
75,67,77,82,64,65,74,71,11,2,3,9,5,no,excellent,excellent,gentle,Management,work,hard worker,no,yes,hadoop,testing,Computer Architecture,security,product development,Drama,Quality Assurance Associate
62,63,85,62,91,74,79,94,12,9,0,6,2,no,excellent,medium,gentle,Management,work,smart worker,no,no,distro making,game development,Computer Architecture,Business process analyst,product development,Satire,Database Manager
68,85,61,70,80,81,80,89,5,7,3,5,7,no,excellent,poor,stubborn,Management,salary,hard worker,yes,yes,python,testing,data engineering,cloud computing,Testing and Maintainance Services,Health,Technical Engineer
72,65,67,87,69,79,69,81,11,7,2,8,2,yes,excellent,excellent,gentle,Technical,salary,hard worker,yes,no,r programming,hacking,hacking,Business process analyst,Service Based,Horror,Database Manager
62,84,81,83,66,92,78,87,7,7,2,6,6,no,poor,excellent,gentle,Management,salary,smart worker,no,no,shell programming,game development,cloud computing,testing,Product based,Math,Network Security Administrator
70,85,63,90,62,83,76,87,8,6,5,2,5,yes,excellent,excellent,gentle,Technical,work,smart worker,no,no,information security,system designing,networks,security,Product based,History,Database Administrator
90,78,90,62,76,87,72,92,11,3,2,1,9,yes,excellent,poor,stubborn,Technical,work,smart worker,no,yes,hadoop,game development,programming,cloud computing,Business Process Analysis,Travel,Business Intelligence Analyst
68,77,84,93,74,86,77,83,7,7,0,9,7,yes,medium,poor,gentle,Management,work,smart worker,yes,no,app development,data science,Management,security,Product based,Self help,Project Manager
74,84,77,87,62,70,80,73,8,4,6,5,9,yes,poor,poor,stubborn,Technical,salary,hard worker,yes,yes,hadoop,data science,Computer Architecture,security,Testing and Maintainance Services,Poetry,Database Administrator
83,68,87,93,85,75,94,85,10,7,0,1,9,yes,medium,medium,stubborn,Management,work,smart worker,yes,yes,distro making,game development,Software Engineering,developer,Business Process Analysis,Guide,Programmer Analyst
93,87,91,69,67,94,93,77,5,6,1,1,8,yes,excellent,medium,gentle,Management,work,hard worker,no,yes,app development,game development,cloud computing,developer,Web Services,Drama,Design & UX
84,87,85,69,60,69,83,64,10,4,4,1,5,no,medium,poor,stubborn,Management,work,hard worker,no,no,shell programming,system designing,Management,security,SAaS services,Dictionaries,Network Engineer
79,76,86,85,86,92,94,68,10,3,6,1,1,no,medium,excellent,stubborn,Technical,work,hard worker,no,no,shell programming,game development,Management,testing,Finance,Journals,CRM Technical Developer
72,79,80,65,68,69,72,63,10,6,2,8,9,yes,medium,poor,stubborn,Technical,salary,smart worker,no,yes,hadoop,database security,parallel computing,testing,Web Services,Cookbooks,Software Systems Engineer
66,63,68,76,89,91,75,62,6,1,3,1,1,yes,poor,poor,stubborn,Technical,work,hard worker,yes,no,information security,hacking,networks,cloud computing,Finance,Art,Project Manager
60,62,78,83,89,70,77,88,6,1,6,4,6,no,excellent,medium,stubborn,Management,work,smart worker,yes,no,shell programming,game development,parallel computing,developer,Sales and Marketing,Mystery,Technical Support
93,71,66,79,71,90,80,86,12,4,6,5,2,yes,excellent,medium,stubborn,Management,salary,smart worker,no,no,shell programming,system designing,cloud computing,system developer,Business Process Analysis,Fantasy,Database Administrator
75,62,64,68,91,60,66,60,6,1,2,2,3,no,excellent,excellent,stubborn,Technical,salary,smart worker,no,no,python,hacking,Software Engineering,testing,Product based,Cookbooks,Information Technology Manager
81,60,88,87,77,61,87,73,12,2,2,9,1,yes,medium,excellent,gentle,Technical,salary,smart worker,no,no,app development,hacking,networks,testing,SAaS services,Trilogy,Programmer Analyst
89,77,62,74,67,81,92,88,10,6,4,9,7,yes,poor,poor,gentle,Management,salary,hard worker,yes,no,r programming,web technologies,Software Engineering,cloud computing,Testing and Maintainance Services,Poetry,Information Security Analyst
68,80,60,71,66,84,63,76,5,8,4,7,4,yes,excellent,poor,stubborn,Management,work,hard worker,no,no,r programming,game development,hacking,testing,Finance,Fantasy,Business Intelligence Analyst
73,83,62,76,76,93,80,68,11,4,5,2,8,no,excellent,excellent,stubborn,Management,salary,hard worker,yes,no,hadoop,database security,Computer Architecture,Business process analyst,Sales and Marketing,Travel,Solutions Architect
82,89,87,76,93,75,77,80,5,8,5,4,1,yes,medium,poor,stubborn,Management,work,hard worker,no,yes,full stack,game development,hacking,system developer,Finance,Satire,Web Developer
92,67,60,64,71,71,85,71,6,9,1,1,4,yes,poor,medium,gentle,Management,work,hard worker,no,yes,app development,database security,data engineering,security,Service Based,Religion-Spirituality,Mobile Applications Developer
86,62,73,81,91,89,84,83,4,9,5,8,9,yes,poor,medium,stubborn,Management,work,hard worker,yes,yes,full stack,web technologies,Computer Architecture,cloud computing,Business Process Analysis,Travel,Solutions Architect
83,73,84,70,64,90,63,82,5,7,3,3,3,no,excellent,medium,gentle,Management,work,smart worker,yes,yes,app development,cloud computing,IOT,testing,Cloud Services,Travel,Software Systems Engineer
84,64,87,75,89,75,80,63,10,4,6,2,4,no,medium,medium,gentle,Management,work,smart worker,no,yes,app development,system designing,cloud computing,cloud computing,Product based,Cookbooks,CRM Technical Developer
83,77,61,93,90,86,72,73,7,6,3,9,1,yes,poor,poor,stubborn,Management,work,hard worker,no,no,machine learning,web technologies,hacking,testing,product development,Satire,Programmer Analyst
85,85,91,61,73,92,71,76,7,2,0,4,5,no,poor,excellent,stubborn,Technical,salary,smart worker,yes,no,distro making,data science,Software Engineering,system developer,Sales and Marketing,Science fiction,Database Administrator
79,88,83,61,71,90,92,76,4,3,0,3,8,yes,medium,medium,stubborn,Management,salary,hard worker,no,yes,full stack,testing,parallel computing,system developer,Testing and Maintainance Services,Satire,Network Engineer
89,84,73,74,83,76,93,65,4,7,4,6,6,yes,medium,poor,gentle,Technical,work,smart worker,no,no,distro making,hacking,hacking,system developer,Cloud Services,Math,Network Engineer
94,60,83,66,82,71,76,80,6,3,0,2,3,yes,excellent,excellent,gentle,Management,work,smart worker,yes,yes,machine learning,database security,networks,Business process analyst,Product based,Guide,E-Commerce Analyst
89,92,62,80,89,64,64,63,7,8,4,5,4,no,medium,poor,gentle,Management,salary,smart worker,no,no,python,game development,Software Engineering,cloud computing,Web Services,Dictionaries,Business Systems Analyst
85,79,86,79,79,61,74,85,12,2,5,6,7,yes,medium,excellent,gentle,Technical,salary,smart worker,yes,no,shell programming,database security,Software Engineering,cloud computing,SAaS services,Guide,Design & UX
78,61,69,73,87,80,75,94,5,6,2,3,6,yes,poor,excellent,stubborn,Technical,work,smart worker,no,no,full stack,system designing,cloud computing,security,Testing and Maintainance Services,Health,Business Intelligence Analyst
69,69,75,62,65,77,67,91,10,8,4,5,7,no,poor,medium,stubborn,Management,salary,smart worker,no,yes,r programming,testing,parallel computing,testing,Web Services,Romance,Systems Analyst
87,82,82,68,76,61,63,93,12,7,3,3,6,no,excellent,medium,stubborn,Technical,work,smart worker,yes,yes,r programming,data science,Software Engineering,system developer,Service Based,Health,Network Security Engineer
92,78,75,90,69,62,87,73,12,6,2,8,7,no,excellent,excellent,gentle,Technical,salary,hard worker,yes,no,shell programming,hacking,IOT,developer,product development,Cookbooks,Systems Analyst
86,60,71,60,82,85,77,63,10,2,3,1,8,no,excellent,medium,stubborn,Technical,work,hard worker,no,yes,information security,testing,Computer Architecture,security,product development,Self help,Network Engineer
65,78,71,81,71,86,90,64,7,8,1,5,3,no,medium,excellent,gentle,Technical,salary,smart worker,no,no,python,game development,IOT,cloud computing,product development,Journals,Technical Services/Help Desk/Tech Support
65,85,69,77,67,72,77,66,8,6,1,7,8,no,poor,medium,gentle,Technical,salary,hard worker,no,yes,hadoop,testing,data engineering,system developer,product development,Health,Data Architect
85,88,83,77,67,92,67,65,10,8,0,4,8,yes,excellent,medium,gentle,Technical,work,smart worker,no,yes,r programming,testing,IOT,testing,product development,Mystery,Software Quality Assurance (QA) / Testing
71,68,75,83,62,74,65,93,5,1,6,9,3,no,poor,poor,stubborn,Technical,salary,hard worker,no,yes,hadoop,data science,hacking,system developer,product development,Journals,Network Security Engineer
89,68,63,84,90,80,68,91,6,3,0,8,9,no,medium,medium,gentle,Technical,work,hard worker,no,yes,machine learning,cloud computing,programming,testing,SAaS services,Mystery,Software Developer
78,68,77,66,86,75,93,86,5,3,0,2,6,no,excellent,medium,gentle,Technical,salary,smart worker,no,no,hadoop,database security,parallel computing,testing,Sales and Marketing,Religion-Spirituality,Information Security Analyst
86,92,60,90,91,79,61,66,6,5,5,8,9,yes,excellent,excellent,stubborn,Management,work,smart worker,no,no,information security,cloud computing,programming,system developer,Business Process Analysis,Biographies,Web Developer
65,67,75,84,61,75,85,79,7,9,1,9,3,yes,medium,excellent,stubborn,Technical,work,smart worker,yes,no,information security,data science,Computer Architecture,testing,SAaS services,Romance,UX Designer
71,69,77,85,62,64,67,86,8,4,1,6,3,yes,poor,poor,stubborn,Management,salary,hard worker,no,no,shell programming,database security,parallel computing,cloud computing,SAaS services,Self help,Information Security Analyst
